city,cityAra,lat,lng,country,iso2,iso3
Rock Falls,روك فولز,41.7724,-89.6928,United States,US,USA
Bithlo,Bithlo,28.5644,-81.1074,United States,US,USA
Glencoe,غلنك,42.1347,-87.7641,United States,US,USA
Plymouth,بليموث,43.7451,-87.9656,United States,US,USA
Wharton,وارتون,29.3138,-96.1044,United States,US,USA
Scotchtown,Scotchtown,41.4759,-74.3682,United States,US,USA
Villas,فلل,39.0157,-74.935,United States,US,USA
St. Albans,ست ألبانز,44.8118,-73.0846,United States,US,USA
Grinnell,غرينيل,41.7361,-92.7244,United States,US,USA
Sutherlin,سوثيرلين,43.3884,-123.3231,United States,US,USA
Golden Hills,التلال الذهبية,35.1512,-118.5024,United States,US,USA
Berthoud,برثوود,40.3061,-105.0404,United States,US,USA
Airmont,أيرمونت,41.0992,-74.099,United States,US,USA
Glenshaw,Glenshaw,40.5391,-79.9735,United States,US,USA
Kemijärvi,كيميجارفي,66.6667,27.4167,Finland,FI,FIN
Glenwood,جلينوود,41.5412,-87.6119,United States,US,USA
La Grange,لا غرانج,38.3987,-85.375,United States,US,USA
Matawan,إلى Matawan,40.4127,-74.2365,United States,US,USA
Rawlins,رولينز,41.7849,-107.2265,United States,US,USA
Hamilton,هاميلتون,-37.7312,142.0234,Australia,AU,AUS
Albion,البيون,42.2478,-84.7572,United States,US,USA
Sellersburg,في Sellersburg,38.4028,-85.7706,United States,US,USA
Micco,Micco,27.8683,-80.51,United States,US,USA
New Richmond,نيو ريتشموند,45.1229,-92.5339,United States,US,USA
Pitman,عامكل منجم,39.7335,-75.1306,United States,US,USA
Quakertown,Quakertown,40.4398,-75.3456,United States,US,USA
Lexington,ليكسينغتون,37.7825,-79.444,United States,US,USA
Wesley Chapel,ويسلي مصلى,34.9984,-80.6906,United States,US,USA
Waverly,ويفرلي,42.725,-92.4708,United States,US,USA
Canonsburg,كانونسبورغ,40.2643,-80.1868,United States,US,USA
Seabrook,سيبروك,42.887,-70.8612,United States,US,USA
Kearney,كيرني,39.355,-94.3594,United States,US,USA
Siteía,سيتيا,35.2004,26.0986,Greece,GR,GRC
Makaha,ماكاها,21.4735,-158.2103,United States,US,USA
Leesville,يسفيل,31.1398,-93.2741,United States,US,USA
Woodway,WOODWAY,31.4988,-97.2314,United States,US,USA
Earlimart,Earlimart,35.8824,-119.2715,United States,US,USA
Graham,غراهام,33.1017,-98.5778,United States,US,USA
Alderwood Manor,Alderwood مانور,47.8147,-122.2676,United States,US,USA
Seaside,شاطئ البحر,45.9888,-123.9215,United States,US,USA
Calimesa,كاليميسا,33.9874,-117.0542,United States,US,USA
Port Townsend,بورت تاونسند,48.122,-122.7872,United States,US,USA
Sultan,سلطان,47.8708,-121.8044,United States,US,USA
Edgewater Park,إدجوتر بارك,40.054,-74.9117,United States,US,USA
Midland,ميدلاند,47.1734,-122.412,United States,US,USA
Quincy,كوينسي,30.5659,-84.5857,United States,US,USA
Perry Heights,بيري مرتفعات,40.7978,-81.468,United States,US,USA
Robertsdale,روبرتسديل,30.5534,-87.7022,United States,US,USA
Burlington,برلنغتون,48.4677,-122.3298,United States,US,USA
Susanville,سوسانفيل,40.4205,-120.6129,United States,US,USA
Shannon,شانون,52.7038,-8.8641,Ireland,IE,IRL
Jerseyville,جيرسيفيل,39.118,-90.3276,United States,US,USA
Woodburn,دبورن,38.8503,-77.2322,United States,US,USA
Franklin,فرانكلين,36.6831,-76.9386,United States,US,USA
Gresham Park,جريشام بارك,33.7053,-84.3155,United States,US,USA
Zimmerman,زيمرمان,45.4416,-93.5981,United States,US,USA
Harrodsburg,HARRODSBURG,37.7654,-84.8474,United States,US,USA
Cape St. Claire,كيب سانت كلير,39.0433,-76.4471,United States,US,USA
Richlands,Richlands,37.0879,-81.808,United States,US,USA
Scott,سكوت,30.2399,-92.0947,United States,US,USA
Closter,Closter,40.9733,-73.9604,United States,US,USA
Long Hill,منذ فترة طويلة هيل,40.6838,-74.4878,United States,US,USA
Riverdale,ريفرديل,41.1734,-112.0024,United States,US,USA
Murrells Inlet,مدخل موريلس,33.5567,-79.0591,United States,US,USA
Palm Beach,شاطئ النخيل,26.6932,-80.0406,United States,US,USA
Pineville,بينفيل,35.0864,-80.8915,United States,US,USA
Old Orchard Beach,قديم بستان شاطئ,43.5239,-70.3904,United States,US,USA
Center Moriches,مركز Moriches,40.8015,-72.796,United States,US,USA
Riverside,ضفة النهر,41.831,-87.8169,United States,US,USA
Mahopac,MAHOPAC,41.3684,-73.7401,United States,US,USA
Pike Creek,بايك كريك,39.7485,-75.6953,United States,US,USA
Rhinelander,رهينلندر,45.636,-89.4256,United States,US,USA
Commerce,تجارة,33.2421,-95.8991,United States,US,USA
Livingston,ليفينغستون,45.6665,-110.5538,United States,US,USA
Pine Lake Park,الصنوبر بحيرة بارك,40.0017,-74.2595,United States,US,USA
Edgemere,Edgemere,39.2273,-76.459,United States,US,USA
Holualoa,Holualoa,19.6238,-155.9269,United States,US,USA
Westampton,Westampton,40.0168,-74.8213,United States,US,USA
North Sarasota,شمال ساراسوتا,27.3711,-82.5177,United States,US,USA
Ivins,ايفينز,37.1742,-113.6809,United States,US,USA
Montvale,Montvale,41.0529,-74.0499,United States,US,USA
Edgewood,إدجوود,39.0091,-84.5604,United States,US,USA
Heath,هيث,32.8443,-96.4679,United States,US,USA
Lake Villa,بحيرة فيلا,42.4184,-88.0836,United States,US,USA
Clarendon Hills,كلارندون هيلز,41.798,-87.9569,United States,US,USA
Claymont,كليمونت,39.8032,-75.4606,United States,US,USA
Kirby,كيربي,29.4611,-98.386,United States,US,USA
Orange Park,أورانج بارك,30.1706,-81.7041,United States,US,USA
West Frankfort,ويست فرانكفورت,37.8997,-88.9301,United States,US,USA
Fountain Inn,نافورة نزل,34.6995,-82.1999,United States,US,USA
Rio Vista,ريو فيستا,38.1761,-121.7034,United States,US,USA
Stuttgart,شتوتغارت,34.4963,-91.5486,United States,US,USA
South Kensington,جنوب كنسينغتون في لندن,39.0188,-77.0785,United States,US,USA
Perryton,بيريتون,36.3932,-100.7974,United States,US,USA
Clayton,كلايتون,39.6627,-75.0782,United States,US,USA
Lindstrom,يندستروم,45.3871,-92.8477,United States,US,USA
Fairless Hills,Fairless هيلز,40.1784,-74.8524,United States,US,USA
Perryville,بيريفيل,37.7263,-89.8759,United States,US,USA
Mayo,مايو,38.9041,-76.518,United States,US,USA
Bonadelle Ranchos-Madera Ranchos,Bonadelle رانتشوس-ماديرا رانتشوس,36.9596,-119.8893,United States,US,USA
Clinton,كلينتون,38.3716,-93.7679,United States,US,USA
La Libertad,لا ليبرتاد,16.7804,-90.12,Guatemala,GT,GTM
Lake Park,حديقة بحيرة,26.7998,-80.0685,United States,US,USA
Elsmere,Elsmere,38.9949,-84.6017,United States,US,USA
Orrville,Orrville,40.8482,-81.7747,United States,US,USA
Frostburg,فروستبورغ,39.6506,-78.9269,United States,US,USA
Rockland,روكلاند,44.1274,-69.1369,United States,US,USA
Birch Bay,البتولا خليج,48.923,-122.7543,United States,US,USA
Bridgeport,بريدجبورت,39.3036,-80.2477,United States,US,USA
East Grand Forks,الشرق غراند فوركس,47.9284,-97.0138,United States,US,USA
Monroe,مونرو,41.3198,-74.1848,United States,US,USA
San Sebastián,سان سيباستيان,18.3355,-66.9949,Puerto Rico,PR,PRI
Ladue,لاديو,38.6378,-90.3815,United States,US,USA
Cortez,كورتيز,37.3502,-108.577,United States,US,USA
Wagoner,سائق العربة,35.9641,-95.3791,United States,US,USA
Princeton,برينستون,38.3552,-87.5784,United States,US,USA
Hampstead,هامبستيد,42.8821,-71.171,United States,US,USA
Temperance,زهد,41.7653,-83.5755,United States,US,USA
Laurel,الغار,45.6734,-108.7707,United States,US,USA
North Madison,شمال ماديسون,41.8298,-81.0511,United States,US,USA
Dumbarton,دمبارتون,37.613,-77.5065,United States,US,USA
Nevada,نيفادا,37.8445,-94.3492,United States,US,USA
Los Altos Hills,لوس التوس هيلز,37.3672,-122.139,United States,US,USA
Morrisville,موريسفيل,40.2074,-74.78,United States,US,USA
Farmville,فارم فيل,37.2959,-78.4002,United States,US,USA
Detroit Lakes,ديترويت ليكس,46.806,-95.8449,United States,US,USA
Sanatoga,Sanatoga,40.2498,-75.5886,United States,US,USA
Des Peres,دي بيريز,38.5973,-90.4482,United States,US,USA
Kingaroy,Kingaroy,-26.539,151.8406,Australia,AU,AUS
North Haledon,شمال Haledon,40.9628,-74.1844,United States,US,USA
Tallulah,تالولاه,32.4067,-91.1915,United States,US,USA
Georgetown,جورج تاون,42.724,-70.9821,United States,US,USA
Indian Harbour Beach,شاطئ ميناء الهندي,28.1529,-80.5976,United States,US,USA
Monett,Monett,36.9221,-93.9259,United States,US,USA
Inverell,إينفيريل,-29.7668,151.1126,Australia,AU,AUS
Buckhannon,بيوكانان,38.9927,-80.2282,United States,US,USA
Signal Mountain,جبل إشارة,35.1449,-85.3457,United States,US,USA
Chos Malal,Chos ملال,-37.383,-70.2666,Argentina,AR,ARG
Perkasie,بيركاسي,40.3719,-75.292,United States,US,USA
Miramar Beach,شاطئ ميرامار,30.3854,-86.3443,United States,US,USA
Westwego,في Westwego,29.9058,-90.1434,United States,US,USA
Corrales,كوراليس,35.2366,-106.6191,United States,US,USA
Wyoming,وايومنغ,39.2296,-84.4814,United States,US,USA
Celebration,احتفال,28.3102,-81.551,United States,US,USA
Port Wentworth,بورت وينتورث,32.1942,-81.1984,United States,US,USA
Bay Minette,باي مينيتي,30.893,-87.7912,United States,US,USA
Clinton,كلينتون,35.5058,-98.9724,United States,US,USA
Mount Vista,جبل فيستا,45.7373,-122.6315,United States,US,USA
Prairie du Sac,البراري دو ساك,43.292,-89.7352,United States,US,USA
Willowbrook,يلوبروك,41.7635,-87.9456,United States,US,USA
Aspen,الحور الرجراج,39.1948,-106.837,United States,US,USA
Evergreen,دائم الخضرة,39.6349,-105.3356,United States,US,USA
Silver Springs Shores,سيلفر سبرينغز شواطئ,29.1031,-82.005,United States,US,USA
Floris,فلوريس,38.9347,-77.4083,United States,US,USA
White Horse,حصان أبيض,40.192,-74.7022,United States,US,USA
Hazard,خطر,37.2583,-83.1976,United States,US,USA
Hoquiam,هوكويام,46.9863,-123.9023,United States,US,USA
Oranjemund,Oranjemund,-28.5495,16.43,Namibia,NA,NAM
Moundsville,مووندسفيل,39.9221,-80.7422,United States,US,USA
Yarmouth,يارموث,43.7978,-70.1719,United States,US,USA
Sunset Hills,تلال الغروب,38.531,-90.4088,United States,US,USA
San Antonio Oeste,سان أنطونيو أويستي,-40.7329,-64.9333,Argentina,AR,ARG
Glens Falls North,جلينز ​​فولز الشمالية,43.335,-73.6825,United States,US,USA
Lake City,مدينة البحيرة,33.8676,-79.7533,United States,US,USA
Beaver Falls,بيفر فولز,40.762,-80.3225,United States,US,USA
Pleasant Hill,سارة هيل,38.8061,-94.2654,United States,US,USA
Corning,كورنينج,39.9282,-122.182,United States,US,USA
Willow Street,شارع الصفصاف,39.9809,-76.2705,United States,US,USA
Fern Park,فيرن بارك,28.6484,-81.3457,United States,US,USA
Geneseo,جينيسيو,42.799,-77.8095,United States,US,USA
Monticello,مونتايسلو,40.7455,-86.7669,United States,US,USA
Gonzales,غونزاليس,36.506,-121.443,United States,US,USA
Mount Pleasant,جبل ممتعة,40.9625,-91.5453,United States,US,USA
Spotswood,Spotswood,40.3949,-74.3919,United States,US,USA
Goundam,Goundam,16.417,-3.6666,Mali,ML,MLI
McFarland,مكفارلاند,43.0196,-89.2868,United States,US,USA
St. Johns,سانت جونز,43.0001,-84.5563,United States,US,USA
Humboldt,هومبولت,35.8255,-88.9043,United States,US,USA
Carbondale,كاربونديل,41.5714,-75.5048,United States,US,USA
Sheridan,شيريدان,45.0956,-123.3973,United States,US,USA
Westlake Village,قرية يستليك,34.1369,-118.8221,United States,US,USA
Kensington,كنسينغتون في لندن,41.6298,-72.7714,United States,US,USA
Paris,باريس,39.6148,-87.6905,United States,US,USA
University of Virginia,جامعة فرجينيا,38.0405,-78.5163,United States,US,USA
Oakland,أوكلاند,35.2256,-89.5372,United States,US,USA
Progress Village,قرية التقدم,27.8832,-82.3593,United States,US,USA
Gridley,Gridley,39.3622,-121.6971,United States,US,USA
Litchfield,ليتشفيلد,42.843,-71.455,United States,US,USA
Upper Saddle River,نهر السرج العليا,41.0633,-74.0986,United States,US,USA
Kulpsville,Kulpsville,40.244,-75.3407,United States,US,USA
Highland Heights,هايلاند هايتس,41.5518,-81.4691,United States,US,USA
Alamo Heights,ألامو مرتفعات,29.4828,-98.4681,United States,US,USA
Hawthorn Woods,الزعرور وودز,42.2313,-88.0623,United States,US,USA
Mason,بناء مهنة,42.5806,-84.4427,United States,US,USA
Sturgeon Bay,خليج سمك الحفش,44.8228,-87.3661,United States,US,USA
Paw Paw,مخلب مخلب,42.2146,-85.8918,United States,US,USA
Tuscumbia,توسكومبيا,34.7204,-87.7035,United States,US,USA
East York,الشرق نيويورك,39.9687,-76.6759,United States,US,USA
Cohasset,كوهاسيت,42.2363,-70.8189,United States,US,USA
Gaylord,جيلورد,45.0214,-84.6803,United States,US,USA
Jessup,جيسوب,39.1457,-76.7745,United States,US,USA
Runnemede,Runnemede,39.8521,-75.0739,United States,US,USA
Congers,Congers,41.1484,-73.9456,United States,US,USA
Greenville,غرينفيل,41.88,-71.5549,United States,US,USA
Riverside,ضفة النهر,41.0319,-73.5827,United States,US,USA
Socorro,سوكورو,34.0543,-106.9066,United States,US,USA
Chester,تشيستر,37.92,-89.826,United States,US,USA
New Prague,براغ جديدة,44.5459,-93.5759,United States,US,USA
Tecumseh,تيكومسيه,42.0065,-83.945,United States,US,USA
Covington,كوفينجتون,35.5661,-89.6482,United States,US,USA
Richmond Heights,ريتشموند هايتس,38.6309,-90.3332,United States,US,USA
McRae-Helena,ماكراي هيلانة,32.0635,-82.8968,United States,US,USA
Conover,كونوفير,35.7156,-81.2168,United States,US,USA
Wading River,نهر الخوض,40.9464,-72.823,United States,US,USA
St. Joseph,شارع يوسف,42.0967,-86.485,United States,US,USA
Northfield,نورثفيلد,39.3718,-74.5543,United States,US,USA
Boonton,Boonton,40.9047,-74.4048,United States,US,USA
Millersville,ميلرزفيل,40.0047,-76.3522,United States,US,USA
York,يورك,34.9967,-81.234,United States,US,USA
Jefferson City,جيفرسون سيتي,36.1196,-83.4838,United States,US,USA
Murphy,ميرفي,38.4922,-90.4856,United States,US,USA
Pukalani,Pukalani,20.8329,-156.3415,United States,US,USA
Kennedale,Kennedale,32.6434,-97.2173,United States,US,USA
Oak Hill,اوك هيل,37.9844,-81.1277,United States,US,USA
Aurora,فجر,36.9674,-93.7183,United States,US,USA
Savannah,سافانا,35.2211,-88.2359,United States,US,USA
Ripley,ريبلي,35.7449,-89.5358,United States,US,USA
Thompsonville,Thompsonville,41.9916,-72.5965,United States,US,USA
Holly,هولي,42.7987,-83.6234,United States,US,USA
Gering,غيرنغ,41.8275,-103.6649,United States,US,USA
Whitehouse,البيت الابيض,32.2222,-95.2217,United States,US,USA
Bath,حمام,43.9346,-69.8346,United States,US,USA
Doylestown,دولستوون],40.3139,-75.128,United States,US,USA
Lansdowne,انسداون,39.2365,-76.6659,United States,US,USA
Oradell,Oradell,40.9562,-74.0314,United States,US,USA
Johnstown,جونستاون,43.0073,-74.3755,United States,US,USA
Kenilworth,كينيلورث,40.6781,-74.289,United States,US,USA
Pebble Creek,بيبل كريك,28.1583,-82.3411,United States,US,USA
Wetumpka,ويتومبكا,32.5405,-86.2053,United States,US,USA
Thomson,طومسون,33.4666,-82.4992,United States,US,USA
Denison,دينيسون,42.016,-95.3528,United States,US,USA
Lopatcong,Lopatcong,40.7091,-75.1552,United States,US,USA
Fairmount,فيرمونت,39.7931,-105.1712,United States,US,USA
Hillsboro,هيلزبورو,32.0092,-97.1151,United States,US,USA
Canal Winchester,قناة وينشستر,39.8432,-82.8121,United States,US,USA
Petoskey,بتوسكي,45.365,-84.9887,United States,US,USA
Old Jefferson,جيفرسون قديم,30.3776,-91.006,United States,US,USA
Absecon,ابسيكون,39.4228,-74.4944,United States,US,USA
Middleport,Middleport,38.9948,-82.0643,United States,US,USA
Napoleon,النابليون,41.3978,-84.1244,United States,US,USA
Center Line,خط وسط,42.4805,-83.0274,United States,US,USA
Savoy,سافوي,40.0602,-88.2553,United States,US,USA
Innsbrook,إينسبروك,37.6552,-77.5775,United States,US,USA
Waynesburg,في Waynesburg,39.8983,-80.1855,United States,US,USA
Aransas Pass,ارانساس باس,27.8877,-97.1134,United States,US,USA
Williamsburg,وليامز,28.4015,-81.4461,United States,US,USA
Croton-on-Hudson,كروتوني على اساس هدسون,41.2005,-73.9002,United States,US,USA
Tuskegee,توسكيجي,32.4395,-85.7139,United States,US,USA
Gulf Hills,الخليج هيلز,30.4364,-88.8148,United States,US,USA
Fort Mitchell,فورت ميتشل,39.0459,-84.5563,United States,US,USA
Irondale,ايروندال,33.4773,-84.36,United States,US,USA
Arab,عرب,34.3309,-86.4991,United States,US,USA
St. Martin,سانت مارتن,30.4399,-88.8651,United States,US,USA
Bloomingdale,بلوومينغدل,41.03,-74.3319,United States,US,USA
Seffner,سيفنر,27.9981,-82.2735,United States,US,USA
Pismo Beach,بيسمو بيتش,35.1492,-120.6506,United States,US,USA
Rockwood,روكوود,37.463,-77.5744,United States,US,USA
Fletcher,فليتشر,35.4316,-82.5038,United States,US,USA
Kenton,كنتون,40.6446,-83.6099,United States,US,USA
Milton,ميلتون,47.2522,-122.3154,United States,US,USA
Morehead,مورهيد,38.1906,-83.4466,United States,US,USA
Rolling Hills Estates,التلال عقارات,33.7783,-118.3508,United States,US,USA
Mystic Island,جزيرة الصوفي,39.5659,-74.3831,United States,US,USA
Mount Joy,ماونت جوي,40.1105,-76.5065,United States,US,USA
Salem,سالم,40.054,-111.6721,United States,US,USA
Aztec,ازتيك,36.819,-107.9826,United States,US,USA
Ashland,آشلاند,39.8782,-75.0085,United States,US,USA
Moree,موري,-29.4699,149.8301,Australia,AU,AUS
Lake Carmel,بحيرة الكرمل,41.4612,-73.6681,United States,US,USA
Clinton,كلينتون,40.1468,-88.9633,United States,US,USA
Hyrum,هيروم,41.6321,-111.8428,United States,US,USA
Mahtomedi,ماهتوميدي,45.0619,-92.966,United States,US,USA
Decorah,DECORAH,43.3016,-91.7846,United States,US,USA
Bayport,بيبورت,40.746,-73.0546,United States,US,USA
Fruitland Park,فروتلاند بارك,28.8601,-81.9191,United States,US,USA
Whitestown,Whitestown,39.9706,-86.3609,United States,US,USA
Laurel Hill,لوريل هيل,38.7026,-77.2422,United States,US,USA
Tillamook,تيلاموك,45.4562,-123.8331,United States,US,USA
Country Club Estates,كونتري كلوب عقارات,31.2113,-81.4622,United States,US,USA
Castle Shannon,القلعة شانون,40.3665,-80.0194,United States,US,USA
Applewood,أبليوود,39.7524,-105.1604,United States,US,USA
Bellevue,بلفيو,41.2743,-82.8395,United States,US,USA
Burton,بيرتون,32.4233,-80.7454,United States,US,USA
Nolensville,نولينسفيل,35.9572,-86.672,United States,US,USA
Airway Heights,الهوائية مرتفعات,47.6459,-117.5792,United States,US,USA
Pingree Grove,بينغري,42.0857,-88.4362,United States,US,USA
Crete,كريت,41.4399,-87.6231,United States,US,USA
Jennings Lodge,جينينغز لودج,45.3926,-122.6153,United States,US,USA
Bridge City,جسر مدينة,30.0297,-93.8406,United States,US,USA
Sangaree,السنجري,33.0328,-80.1253,United States,US,USA
Alliance,تحالف,42.1025,-102.8766,United States,US,USA
Chestnut Ridge,الكستناء ريدج,41.0829,-74.0551,United States,US,USA
Lugoff,اجوف,34.2216,-80.6849,United States,US,USA
Black Mountain,الجبل الأسود,35.6142,-82.3275,United States,US,USA
Menominee,مينوميني,45.122,-87.6234,United States,US,USA
Trinidad,ترينيداد,37.175,-104.4908,United States,US,USA
Niagara,شلالات,43.1154,-78.981,United States,US,USA
Brooksville,بروكسفيل,28.5405,-82.3903,United States,US,USA
Millis,ميليس,42.1693,-71.3626,United States,US,USA
West Haven-Sylvan,وست هافين-سيلفان,45.5164,-122.7654,United States,US,USA
West Vero Corridor,الغرب فيرو ممر,27.6378,-80.4855,United States,US,USA
Roanoke,رونوك,33.0148,-97.2268,United States,US,USA
Pleasant Hills,سارة هيلز,40.3298,-79.9596,United States,US,USA
Omak,أوماك,48.4228,-119.5159,United States,US,USA
Village Green-Green Ridge,قرية الخضراء والخضر ريدج,39.8638,-75.4256,United States,US,USA
St. Rose,سانت روز,29.9649,-90.3088,United States,US,USA
Dalhart,دالهارت,36.0579,-102.5123,United States,US,USA
Island Lake,بحيرة جزيرة,42.2784,-88.1999,United States,US,USA
Almirante,ألميرانتي,9.3,-82.4,Panama,PA,PAN
Oak Grove,البلوط بستان,39.0073,-94.1278,United States,US,USA
Monona,مونونا,43.054,-89.3334,United States,US,USA
North Weeki Wachee,شمال ويكي واتشي,28.5591,-82.5537,United States,US,USA
Westphalia,يستفاليا,38.8385,-76.8232,United States,US,USA
Ahuimanu,Ahuimanu,21.4379,-157.8404,United States,US,USA
Hollymead,Hollymead,38.1266,-78.4386,United States,US,USA
Brazil,البرازيل,39.5232,-87.1243,United States,US,USA
Oak Brook,أوك بروك,41.8372,-87.9512,United States,US,USA
Montrose,مونتروز,37.52,-77.3772,United States,US,USA
Rabaul,رابول,-4.2055,152.1434,Papua New Guinea,PG,PNG
Gilberts,غيلبرت,42.1096,-88.3716,United States,US,USA
Puerto Aysén,بويرتو Aysén,-45.3999,-72.7,Chile,CL,CHL
Fair Lakes,البحيرات المعرض,38.853,-77.3885,United States,US,USA
Felida,Felida,45.7138,-122.7103,United States,US,USA
Vinton,فينتون,37.2746,-79.8888,United States,US,USA
Waller,والر,47.2035,-122.3699,United States,US,USA
Chardon,شاردون,41.5803,-81.2081,United States,US,USA
Cumberland Hill,كمبرلاند هيل,41.9736,-71.4605,United States,US,USA
Cedar Hills,سيدار هيلز,45.5047,-122.8052,United States,US,USA
Richland Hills,ريتشلاند هيلز,32.8095,-97.2273,United States,US,USA
Hillside,جانب التل,41.8674,-87.9019,United States,US,USA
Sound Beach,شاطئ الصوت,40.9578,-72.9726,United States,US,USA
Brookhaven,بروكهافن,39.8715,-75.3918,United States,US,USA
Fort Dix,فورت ديكس,40.0059,-74.6089,United States,US,USA
Firebaugh,فايرباوغ,36.8534,-120.4537,United States,US,USA
Willits,ويليتس,39.4047,-123.3494,United States,US,USA
Long Grove,منذ فترة طويلة غروف,42.1968,-88.0057,United States,US,USA
Deniliquin,Deniliquin,-35.5296,144.95,Australia,AU,AUS
Fishersville,Fishersville,38.1004,-78.9686,United States,US,USA
Briarcliff Manor,برياركليف مانور,41.14,-73.844,United States,US,USA
Crestwood Village,قرية كريست وود,39.9568,-74.3524,United States,US,USA
Jefferson,جيفرسون,43.0044,-88.8084,United States,US,USA
Ayer,آير,42.5628,-71.5718,United States,US,USA
Raritan,راريتان,40.5732,-74.6431,United States,US,USA
Long Branch,فرع طويل,38.8302,-77.2713,United States,US,USA
Fort Belvoir,حصن كوكب الهوى,38.7119,-77.1459,United States,US,USA
Hastings-on-Hudson,هاستينغز على اساس هدسون,40.9902,-73.8801,United States,US,USA
Ripon,ريبون,43.8436,-88.8386,United States,US,USA
El Calafate,الخلافة,-50.3333,-72.3,Argentina,AR,ARG
Brentwood,برنتوود,38.6194,-90.3476,United States,US,USA
Hamilton,هاميلتون,42.6267,-70.858,United States,US,USA
Templeton,تمبلتون,35.556,-120.7182,United States,US,USA
Logan,لوجان,39.5386,-82.4063,United States,US,USA
Orting,ORTING,47.0966,-122.2111,United States,US,USA
La Junta,اجونتا,37.9796,-103.5473,United States,US,USA
Odessa,أوديسا,28.182,-82.553,United States,US,USA
Abingdon,أبينغدون,36.7089,-81.9713,United States,US,USA
Shorewood,شوروود,44.9131,-93.5796,United States,US,USA
Robinwood,Robinwood,39.6266,-77.663,United States,US,USA
West Long Branch,فرع لونغ الغربية,40.2883,-74.0185,United States,US,USA
Green Cove Springs,الأخضر كوف الينابيع,29.9904,-81.6807,United States,US,USA
Albion,البيون,43.246,-78.1902,United States,US,USA
Dry Run,ركض جاف,39.1047,-84.3307,United States,US,USA
Princeton,برينستون,41.3809,-89.4648,United States,US,USA
Lake Dallas,بحيرة دالاس,33.1277,-97.0234,United States,US,USA
Oberlin,اوبرلين,41.2857,-82.2197,United States,US,USA
Southwest Ranches,جنوب غرب المرابع,26.0477,-80.3752,United States,US,USA
Salem,سالم,38.6278,-88.9579,United States,US,USA
Latrobe,لاتروب,40.3125,-79.3826,United States,US,USA
Flushing,تدفق مائى - صرف,43.0637,-83.8403,United States,US,USA
Blair,بلير,41.5417,-96.1361,United States,US,USA
Camp Hill,مخيم هيل,40.2422,-76.9274,United States,US,USA
Old Forge,فورج قديم,41.3705,-75.7409,United States,US,USA
Rathdrum,Rathdrum,47.7995,-116.8908,United States,US,USA
Jersey Village,قرية جيرسي,29.8903,-95.5721,United States,US,USA
South Boston,جنوب بوسطن,36.7132,-78.9135,United States,US,USA
Downingtown,داوننغتاون,40.0076,-75.7019,United States,US,USA
Sheboygan Falls,شيبويجان فولز,43.729,-87.8266,United States,US,USA
Pahokee,باهوكي,26.8202,-80.6622,United States,US,USA
Cherry Valley,وادي الكرز,33.9797,-116.9694,United States,US,USA
Manhasset,مانهاست,40.7884,-73.6943,United States,US,USA
Medina,المدينة المنورة,43.2197,-78.3888,United States,US,USA
Columbiana,كولومبيانا,40.8871,-80.6749,United States,US,USA
Middletown,مددلتاون,38.241,-85.5215,United States,US,USA
Bel Aire,بيل اير,37.7749,-97.2457,United States,US,USA
Venice Gardens,حدائق البندقية,27.0694,-82.4054,United States,US,USA
Maryville,مرفيل,38.7261,-89.9645,United States,US,USA
Carnegie,كارنيجي,40.408,-80.0861,United States,US,USA
Port Jefferson,ميناء جيفرسون,40.9465,-73.0579,United States,US,USA
Eaton,إيتون,39.7506,-84.6342,United States,US,USA
Mecca,مكة المكرمة,33.5767,-116.0645,United States,US,USA
West Boylston,ويست بويلستون,42.369,-71.7846,United States,US,USA
North Springfield,شمال سبرينغفيلد,38.8024,-77.2028,United States,US,USA
Campbell,كامبل,41.0777,-80.5903,United States,US,USA
Ersekë,Ersekë,40.3333,20.6833,Albania,AL,ALB
Grand Blanc,غراند بلانك,42.9258,-83.6181,United States,US,USA
Esperance,الترجي,-33.8573,121.8889,Australia,AU,AUS
Mascoutah,ماسكوتاه,38.5191,-89.8045,United States,US,USA
Baldwinsville,BALDWINSVILLE,43.157,-76.3319,United States,US,USA
South Cleveland,جنوب كليفلاند,35.1097,-84.9097,United States,US,USA
Summit,قمة,47.1694,-122.3628,United States,US,USA
Crookston,كروكستون,47.7747,-96.6062,United States,US,USA
Carl Junction,كارل مفرق,37.1669,-94.5468,United States,US,USA
Prien,برين,30.1595,-93.2608,United States,US,USA
Cheraw,في Cheraw,34.6954,-79.9083,United States,US,USA
Blandon,بلاندون,40.4446,-75.8799,United States,US,USA
Dryden,درايدن,49.7833,-92.8333,Canada,CA,CAN
Selah,صلاح,46.6482,-120.5389,United States,US,USA
Terrace Heights,شرفة مرتفعات,46.6024,-120.4482,United States,US,USA
Woodlake,Woodlake,36.4124,-119.0999,United States,US,USA
Olivette,Olivette,38.6725,-90.3784,United States,US,USA
Batesville,بتسفيل,39.2974,-85.2139,United States,US,USA
Los Fresnos,لوس فريسنوس,26.075,-97.4877,United States,US,USA
Covington,كوفينجتون,37.7785,-79.9868,United States,US,USA
Sallisaw,ساليسو,35.4605,-94.807,United States,US,USA
Southwood Acres,ساوثوود دونم,41.961,-72.5719,United States,US,USA
Dock Junction,قفص الاتهام مفرق,31.2031,-81.5156,United States,US,USA
Bernardsville,Bernardsville,40.7268,-74.5918,United States,US,USA
Duvall,دوفال,47.7354,-121.9725,United States,US,USA
